::ffff:127.0.0.1 - - [21/Aug/2025:17:58:49 +0530] "GET /api/v1/banner/all HTTP/1.1" 304 - "-" "okhttp/4.12.0"
::ffff:127.0.0.1 - - [21/Aug/2025:17:58:49 +0530] "GET /api/v1/user/user-profile HTTP/1.1" 304 - "-" "okhttp/4.12.0"
::ffff:127.0.0.1 - - [21/Aug/2025:17:58:53 +0530] "GET /api/v1/admin/get-banks HTTP/1.1" 304 - "-" "okhttp/4.12.0"
::ffff:127.0.0.1 - - [21/Aug/2025:17:58:53 +0530] "GET /api/v1/user/get-savings HTTP/1.1" 304 - "-" "okhttp/4.12.0"
::ffff:127.0.0.1 - - [21/Aug/2025:18:01:40 +0530] "GET /api/v1/admin/getadminBanner HTTP/1.1" 304 - "-" "okhttp/4.12.0"
::ffff:127.0.0.1 - - [21/Aug/2025:18:11:17 +0530] "GET /api/v1/admin/getadminBanner HTTP/1.1" 200 509 "-" "okhttp/4.12.0"
::ffff:127.0.0.1 - - [21/Aug/2025:18:11:21 +0530] "GET /api/v1/admin/getadminBanner HTTP/1.1" 200 509 "-" "okhttp/4.12.0"
::ffff:127.0.0.1 - - [21/Aug/2025:18:11:26 +0530] "POST /api/v1/user/login HTTP/1.1" 200 66 "-" "okhttp/4.12.0"
::ffff:127.0.0.1 - - [21/Aug/2025:18:11:33 +0530] "POST /api/v1/user/verify-otp HTTP/1.1" 200 267 "-" "okhttp/4.12.0"
::ffff:127.0.0.1 - - [21/Aug/2025:18:11:35 +0530] "GET /api/v1/banner/all HTTP/1.1" 304 - "-" "okhttp/4.12.0"
::ffff:127.0.0.1 - - [21/Aug/2025:18:11:35 +0530] "GET /api/v1/banner HTTP/1.1" 304 - "-" "okhttp/4.12.0"
::ffff:127.0.0.1 - - [21/Aug/2025:18:11:35 +0530] "GET /api/v1/loan HTTP/1.1" 201 744 "-" "okhttp/4.12.0"
::ffff:127.0.0.1 - - [21/Aug/2025:18:11:36 +0530] "GET /api/v1/user/user-profile HTTP/1.1" 304 - "-" "okhttp/4.12.0"
::ffff:127.0.0.1 - - [21/Aug/2025:18:11:38 +0530] "GET /api/v1/admin/get-banks HTTP/1.1" 304 - "-" "okhttp/4.12.0"
::ffff:127.0.0.1 - - [21/Aug/2025:18:11:39 +0530] "GET /api/v1/user/get-savings HTTP/1.1" 304 - "-" "okhttp/4.12.0"
::ffff:127.0.0.1 - - [21/Aug/2025:18:12:28 +0530] "POST /api/v1/user/user-savings HTTP/1.1" 200 157 "-" "okhttp/4.12.0"
::ffff:127.0.0.1 - - [21/Aug/2025:18:12:37 +0530] "POST /api/v1/user/user-savings HTTP/1.1" 200 157 "-" "okhttp/4.12.0"
::ffff:127.0.0.1 - - [21/Aug/2025:18:13:56 +0530] "GET /api/v1/user/get-savings HTTP/1.1" 200 - "-" "okhttp/4.12.0"
::ffff:127.0.0.1 - - [21/Aug/2025:18:14:52 +0530] "POST /api/v1/user/user-savings HTTP/1.1" 200 155 "-" "okhttp/4.12.0"
::ffff:127.0.0.1 - - [21/Aug/2025:18:15:24 +0530] "GET /api/v1/user/get-savings HTTP/1.1" 200 - "-" "okhttp/4.12.0"
::ffff:127.0.0.1 - - [21/Aug/2025:18:15:51 +0530] "POST /api/v1/user/user-savings HTTP/1.1" 200 157 "-" "okhttp/4.12.0"
::ffff:127.0.0.1 - - [21/Aug/2025:18:15:57 +0530] "POST /api/v1/user/user-savings HTTP/1.1" 200 157 "-" "okhttp/4.12.0"
::ffff:127.0.0.1 - - [21/Aug/2025:18:16:02 +0530] "GET /api/v1/user/get-savings HTTP/1.1" 200 - "-" "okhttp/4.12.0"
